"","IID","Z_norm2"
"1","4694",2.52182931507732
"2","4723",0.479102117092563
"3","4847",-1.54749086696565
"4","4936",0.792564516324514
"5","7203",-1.05227497198844
"6","7223",-0.356758314604303
"7","7469",-1.32245021859397
"8","7499",1.73156459972611
"9","7544",1.79958675358243
"10","7601",0.883621922864912
"11","7611",0.0228413554327896
"12","7612",-0.925570905086268
"13","7613",0.921216622480811
"14","7614",1.48541606418607
"15","7615",-2.56357775985142
"16","7617",-0.859072645918858
"17","7618",-1.81444013132235
"18","7619",0.440640881515782
"19","7620",0.994659221706682
"20","7621",-0.4267154008431
"21","7622",-0.802134008134547
"22","7623",-0.590430946112875
"23","7624",-0.247891805009101
"24","7625",-0.449769737218822
"25","7626",-0.486135426248438
"26","7628",-0.315948345330174
"27","7629",-0.208978986219786
"28","7630",1.53621618625358
"29","7631",-0.62434582460093
"30","7633",0.677501992057397
"31","7634",-0.120858356114564
"32","7635",-0.677694794146291
"33","7637",-0.150034227417447
"34","7638",1.22313743920424
"35","7640",-0.614188185518665
"36","7641",-0.00462940438472603
"37","7643",1.07762534889072
"38","7644",-1.01894718359432
"39","7648",0.776871525448767
"40","7656",0.518468312928396
"41","7658",-0.855711157101664
"42","7659",1.07758880954394
"43","7660",0.916709525174918
"44","7661",0.899328801902261
"45","7678",-1.7273472113399
"46","7679",0.474885423759631
"47","7680",0.503954085214241
"48","7681",0.643345143322169
"49","7682",0.934006695485288
"50","7683",-1.96470607365828
"51","7684",-2.12217118349842
"52","7685",-1.66949698849056
"53","7687",-0.612248412511979
"54","7689",-0.389299770765139
"55","7690",0.145073093672725
"56","7691",-2.05459076499601
"57","7693",-0.709583600477118
"58","7695",0.209260157858842
"59","7698",0.690320209441533
"60","7701",0.903182765278212
"61","7702",0.918871158625942
"62","7703",0.0121392392502437
"63","7704",0.775017304697462
"64","7705",0.5891151312651
"65","7706",-0.552367378806817
"66","7707",0.896466444216678
"67","7709",0.175644215286769
"68","7710",-0.254889729755686
"69","7711",-1.08667507644147
"70","7712",1.29069817243343
"71","7713",1.68939821627466
"72","7714",-0.0891459205033999
"73","7715",-2.41857034861925
"74","7717",0.856161862136346
"75","7718",0.342740705442749
"76","7719",-0.611475187532346
"77","7720",0.828657143576408
"78","7721",0.604978072290049
"79","7723",-0.370702582142603
"80","7725",-1.21756952870288
"81","7726",-0.125071441455004
"82","7727",-0.0678066900116234
"83","7728",0.0387275475529506
"84","7729",0.203084270392222
"85","7730",-0.986522556636053
"86","7731",-0.111219263432144
"87","7733",0.82385297684846
"88","7734",1.10694318441548
"89","7735",-0.647965736857995
"90","7736",1.22691228424661
"91","7737",0.64917055488942
"92","7738",-0.374496421812219
"93","7739",-0.258283579567359
"94","7740",0.360833891300039
"95","7741",1.44145685718817
"96","7742",-0.31033854651905
"97","7743",0.16522020157789
"98","7744",-0.633142601836332
"99","7745",-0.740333797145829
"100","7746",-1.75872027984083
"101","7747",0.283149559882144
"102","7748",0.486214323622262
"103","7749",0.205846686283407
"104","7750",-1.77569815806685
"105","7751",0.984745516931371
"106","7752",-0.0933019471192726
"107","7753",0.518222256731492
"108","7754",1.22524352927655
"109","7756",-0.966413834978046
"110","7757",-0.765310626316012
"111","7760",-1.92361221258573
"112","7761",-0.320598501697059
"113","7762",0.810134932930664
"114","7763",0.673807657540549
"115","7764",0.990450269536349
"116","7765",-1.77016229725173
"117","7766",0.500339647399398
"118","7767",1.15884234607972
"119","7768",-0.492885578942523
"120","7769",-1.97894315703499
"121","7770",0.466396568181867
"122","7771",-0.365099495548615
"123","7772",-0.0722836494606931
"124","7773",-0.754683971137269
"125","7774",0.58618449597531
"126","7775",0.278127573725527
"127","7776",0.077508580138523
"128","7777",-0.0436088742205423
"129","7778",-1.17189100541412
"130","7779",-0.697022535084479
"131","7780",-0.215508727286209
"132","7781",-1.23998786601867
"133","7782",-1.56211031581775
"134","7783",0.808387449456662
"135","7784",-0.773937404564482
"136","7786",0.390872734102479
"137","7787",0.0509429979327087
"138","7788",-0.397078142550039
"139","7789",0.589797975537105
"140","7790",0.421005130074187
"141","7791",0.599698288382881
"142","7792",0.331223769138579
"143","7793",-0.0071417646305686
"144","7794",-0.364436589780703
"145","7795",0.0432334585256475
"146","7796",2.2736651965519
"147","7798",-0.630698316264963
"148","7799",-0.862610332190627
"149","7800",0.446204910177667
"150","7802",0.208347032372062
"151","7803",-0.356459193948275
"152","7804",1.00603920583844
"153","7805",-1.74124096441952
"154","7806",-0.35338977477792
"155","7807",-0.112133230070575
"156","7808",-0.46505690848195
"157","7809",0.498574849115043
"158","7810",0.176639345457812
"159","7811",1.05206987081052
"160","7813",0.385953865946285
"161","7814",0.840426960938779
"162","7815",0.159589884333222
"163","7816",0.403569620742985
"164","7817",0.147574563645416
"165","7818",-0.0679157955534221
"166","7819",-0.677391896925173
"167","7820",-0.774949960676302
"168","7821",0.804429472530272
"169","7822",-0.55476935437069
"170","7823",-1.31655450272603
"171","7824",-1.59174282436875
"172","7825",0.635324632759807
"173","7826",0.624971550309485
"174","7827",-0.548706184195094
"175","7828",0.914468427020859
"176","7829",-0.856543761700283
"177","7830",-0.316795251564445
"178","7831",1.2875091210576
"179","7832",-0.591722249896077
"180","7833",-0.194689213159154
"181","7834",-0.791629479465932
"182","7835",2.23234920365148
"183","7836",-0.769714569189471
"184","7837",1.72284432183601
"185","7838",-0.0599274562215408
"186","7839",-0.448866356910229
"187","7840",0.51654614449004
"188","7841",1.58057438118746
"189","7842",0.501576687439338
"190","7843",0.52316849832671
"191","7844",1.50752169041492
"192","7845",0.0949055418825166
"193","7846",0.855321398575153
"194","7847",-0.0148096685822397
"195","7849",-1.2546148393391
"196","7850",1.35853646030771
"197","7851",0.248646669060841
"198","7852",0.764158549883838
"199","7853",0.137026614596389
"200","7854",1.87257119591205
"201","7855",0.147510838247416
"202","7856",1.91720049539931
"203","7857",-0.670549454270992
"204","7858",-1.22187038074744
"205","7861",-1.10121995984009
"206","7863",0.84573909591538
"207","7864",-0.612109917103364
"208","7865",0.453833226743794
"209","7866",-0.65279198491677
"210","7867",-0.72216681596367
"211","7868",-0.113358011706735
"212","7869",1.83319370916273
"213","7870",0.389814690998489
"214","7871",0.551059597899429
